config_hash,experiment,source,target,classifier,strategy,seed,budget,run_type,macro_f1,accuracy,n_source_train,n_target_labeled,n_target_val,n_pseudo,chosen_C,val_score,tuning,fit_seconds
27139c325d,pilot,electronics,books,logreg,uncertainty,1,500,transfer,0.9636134937476376,0.96375,2000,500,0,0,1.0,0.9320012440913925,budget_cv,0.109
27139c325d,pilot,electronics,books,logreg,uncertainty,1,500,target_only,0.9636134937476376,0.96375,0,500,0,0,1.0,0.9299970888682093,budget_cv,0.039
27139c325d,pilot,electronics,books,logreg,uncertainty,2,0,source_only,0.7572435885403959,0.7575,2000,0,0,0,0.1,0.9679994879918079,source_val_fallback,0.024
27139c325d,pilot,electronics,books,logreg,uncertainty,2,50,transfer,0.8622209975199779,0.8625,2000,50,0,0,10.0,0.7332051282051282,budget_cv,0.092
27139c325d,pilot,electronics,books,logreg,uncertainty,2,50,target_only,0.9423959526895456,0.9425,0,50,0,0,0.1,0.9270128824476651,budget_cv,0.031
27139c325d,pilot,electronics,books,logreg,uncertainty,2,100,transfer,0.9573710474184407,0.9575,2000,100,0,0,10.0,0.8987241324809383,budget_cv,0.094
27139c325d,pilot,electronics,books,logreg,uncertainty,2,100,target_only,0.9573590182541026,0.9575,0,100,0,0,0.1,0.9296167134876813,budget_cv,0.032
27139c325d,pilot,electronics,books,logreg,uncertainty,2,250,transfer,0.9585946652990358,0.95875,2000,250,0,0,10.0,0.8593391260835436,budget_cv,0.105
27139c325d,pilot,electronics,books,logreg,uncertainty,2,250,target_only,0.9611040795233368,0.96125,0,250,0,0,0.1,0.8598532649489808,budget_cv,0.034
27139c325d,pilot,electronics,books,logreg,uncertainty,2,500,transfer,0.9636134937476376,0.96375,2000,500,0,0,1.0,0.9379081901177453,budget_cv,0.107
27139c325d,pilot,electronics,books,logreg,uncertainty,2,500,target_only,0.9623645122440787,0.9625,0,500,0,0,1.0,0.9239168738874287,budget_cv,0.038
27139c325d,pilot,electronics,books,logreg,self_training,0,0,uda_self_training,0.31798806479113384,0.46625,2000,0,0,249,0.1,0.9679994879918079,source_val_fallback,0.039
27139c325d,pilot,electronics,books,logreg,self_training,0,50,transfer,0.9382357158275705,0.93875,2000,50,0,249,10.0,1.0,budget_cv,0.105
27139c325d,pilot,electronics,books,logreg,self_training,0,50,target_only,0.9623645122440787,0.9625,0,50,0,249,0.1,1.0,budget_cv,0.034
27139c325d,pilot,electronics,books,logreg,self_training,0,100,transfer,0.9585395232987464,0.95875,2000,100,0,249,10.0,0.9788461538461538,budget_cv,0.117
27139c325d,pilot,electronics,books,logreg,self_training,0,100,target_only,0.9610918749480309,0.96125,0,100,0,249,0.1,0.9895536562203229,budget_cv,0.038
27139c325d,pilot,electronics,books,logreg,self_training,0,250,transfer,0.96359019509064,0.96375,2000,250,0,249,1.0,0.9836193688659648,budget_cv,0.122
27139c325d,pilot,electronics,books,logreg,self_training,0,250,target_only,0.963602076564287,0.96375,0,250,0,249,0.1,0.9796050319484021,budget_cv,0.045
27139c325d,pilot,electronics,books,logreg,self_training,0,500,transfer,0.9623529411764706,0.9625,2000,500,0,249,1.0,0.9799098411167376,budget_cv,0.129
27139c325d,pilot,electronics,books,logreg,self_training,0,500,target_only,0.9623529411764706,0.9625,0,500,0,249,0.1,0.9799350015636592,budget_cv,0.045
27139c325d,pilot,electronics,books,logreg,self_training,1,0,uda_self_training,0.31798806479113384,0.46625,2000,0,0,249,0.1,0.9679994879918079,source_val_fallback,0.036
27139c325d,pilot,electronics,books,logreg,self_training,1,50,transfer,0.9623283585837974,0.9625,2000,50,0,249,1.0,1.0,budget_cv,0.094
27139c325d,pilot,electronics,books,logreg,self_training,1,50,target_only,0.9535758368504342,0.95375,0,50,0,249,1.0,0.9605091159270726,budget_cv,0.035
27139c325d,pilot,electronics,books,logreg,self_training,1,100,transfer,0.8353544827412851,0.83625,2000,100,0,249,1.0,0.9291649724405892,budget_cv,0.113
27139c325d,pilot,electronics,books,logreg,self_training,1,100,target_only,0.9611040795233368,0.96125,0,100,0,249,0.1,0.939579270785922,budget_cv,0.04
27139c325d,pilot,electronics,books,logreg,self_training,1,250,transfer,0.9523925857716473,0.9525,2000,250,0,249,1.0,0.9638064071136861,budget_cv,0.121
